VMail Message,Day Mins,Eve Mins,Night Mins,Intl Mins,CustServ Calls,Day Calls,Day Charge,Eve Calls,Eve Charge,Night Calls,Night Charge,Intl Calls,Intl Charge,Area Code,Phone
0,165.4,273.7,210,8.7,0,106,28.12,109,23.26,93,9.45,3,2.35,415,371-2500
0,147.5,191.7,135,16.4,2,110,25.08,97,16.29,68,6.08,3,4.43,408,335-3681
0,217.8,214.7,228.7,11.3,0,93,37.03,95,18.25,70,10.29,7,3.05,415,405-1132
0,235.7,136.9,220.9,13.3,1,79,40.07,85,11.64,97,9.94,10,3.59,415,399-9239
22,204.5,139.6,205,8.6,2,92,34.77,121,11.87,103,9.23,5,2.32,510,350-7227
0,178.4,247,259.9,9.6,0,143,30.33,123,21,105,11.7,2,2.59,408,384-6654
32,130.1,247.2,289.4,13.5,2,68,22.12,77,21.01,87,13.02,5,3.65,415,376-4271
34,103.7,236.3,256.6,14.8,2,100,17.63,78,20.09,102,11.55,4,4,415,391-8124
0,239.9,177.1,217.2,5.9,2,91,40.78,104,15.05,118,9.77,3,1.59,415,393-2524
0,148.4,267.1,151.5,8.9,0,110,25.23,90,22.7,101,6.82,4,2.4,408,384-4385
0,148.6,210.8,203.7,10,2,106,25.26,65,17.92,86,9.17,2,2.7,408,377-8266
0,191.1,129.2,207.5,12.9,0,69,32.49,113,10.98,117,9.34,1,3.48,415,345-1243
39,218.5,112.7,205.1,7.3,1,76,37.15,94,9.58,121,9.23,4,1.97,415,394-8086
0,97.5,195.8,288.8,0,1,95,16.58,82,16.64,78,13,0,0,510,348-9145
0,128.7,117.6,198.4,10.8,0,126,21.88,94,10,132,8.93,5,2.92,415,376-5201
38,236.6,197.5,209.5,9.5,2,69,40.22,68,16.79,102,9.43,10,2.57,415,356-2093
0,85.9,226.7,279.6,15.6,0,113,14.6,91,19.27,110,12.58,16,4.21,415,353-2080
27,141.2,167.7,274.4,11.4,1,96,24,94,14.25,101,12.35,2,3.08,415,397-7500
31,194.4,176,230.1,11.5,0,104,33.05,84,14.96,110,10.35,3,3.11,415,414-5786
0,167.6,154.5,281.4,17.3,2,100,28.49,90,13.13,107,12.66,3,4.67,415,388-4282
0,234.5,164.2,191.4,6.1,1,134,39.87,94,13.96,72,8.61,4,1.65,408,415-5132
0,154.2,196.7,253.5,10.1,1,78,26.21,85,16.72,97,11.41,9,2.73,510,352-4541
14,143.2,169.9,221.6,11.6,1,99,24.34,91,14.44,77,9.97,1,3.13,415,373-5928
40,216.4,249.7,185.9,12.7,1,80,36.79,90,21.22,99,8.37,4,3.43,415,406-7737
35,161.9,151.2,191,8.5,1,85,27.52,82,12.85,131,8.59,2,2.3,510,332-7607
0,118.7,205.1,172.2,10.4,3,90,20.18,57,17.43,100,7.75,6,2.81,408,359-7788
0,179.1,196.6,186.7,10.2,1,123,30.45,132,16.71,116,8.4,10,2.75,408,384-1549
0,147.9,209.3,162.1,8.8,2,97,25.14,99,17.79,80,7.29,5,2.38,415,352-8508
38,209.2,116.6,109.6,16.5,2,110,35.56,73,9.91,105,4.93,4,4.46,415,404-1002
29,244.3,322.3,166.8,10.6,0,140,41.53,89,27.4,83,7.51,6,2.86,415,414-2905
34,175.3,262.3,143.9,5.6,1,96,29.8,122,22.3,76,6.48,11,1.51,415,380-9849
0,150.5,120.3,271.2,9,1,92,25.59,95,10.23,96,12.2,2,2.43,510,387-6498
25,197.4,295.7,211.7,13.2,0,73,33.56,113,25.13,73,9.53,2,3.56,415,360-6024
0,163.5,143.7,253.4,12.6,1,136,27.8,111,12.21,82,11.4,5,3.4,510,352-5815
0,236.9,197.7,309.1,11.4,2,93,40.27,113,16.8,78,13.91,7,3.08,415,366-2273
0,82.3,167.2,194.7,7.2,1,77,13.99,80,14.21,70,8.76,4,1.94,415,414-9119
0,216,153.7,227,12.7,1,111,36.72,115,13.06,74,10.22,4,3.43,415,409-8796
0,180,198.8,217.1,12.4,1,119,30.6,126,16.9,70,9.77,3,3.35,415,337-2442
0,143.7,173.1,239.1,5.8,1,55,24.43,108,14.71,95,10.76,6,1.57,415,404-1931
39,198.2,280.4,129.6,11.3,1,107,33.69,132,23.83,73,5.83,7,3.05,415,367-9765
29,185.6,219.7,152.1,11.1,2,106,31.55,113,18.67,120,6.84,5,3,415,378-7299
0,137.6,162,187.7,5.8,3,108,23.39,80,13.77,126,8.45,10,1.57,408,410-5192
0,273.9,278.6,255.3,10.9,1,119,46.56,103,23.68,90,11.49,7,2.94,415,405-1108
31,125.3,141.2,168.2,6.3,3,92,21.3,108,12,68,7.57,2,1.7,415,392-1734
0,178.8,167.9,178.9,8.6,3,102,30.4,84,14.27,65,8.05,4,2.32,415,395-6030
49,214.9,198.2,170.8,8.2,0,86,36.53,89,16.85,139,7.69,5,2.21,510,330-5168
0,163,203.9,159,15.1,2,93,27.71,102,17.33,109,7.15,4,4.08,408,334-3142
29,163.8,134.9,79.3,8.8,2,77,27.85,112,11.47,95,3.57,2,2.38,415,362-9983
0,189.5,204.9,221.7,13.4,1,113,32.22,100,17.42,93,9.98,3,3.62,510,414-2606
26,155.2,230.9,261.6,4.5,0,110,26.38,133,19.63,100,11.77,4,1.22,415,402-4501
0,242.3,350.9,163.1,11.3,0,102,41.19,102,29.83,93,7.34,3,3.05,510,387-2604
44,254.1,180.2,196.2,8.7,3,127,43.2,108,15.32,129,8.83,4,2.35,415,400-3343
33,112,208,150.3,11.3,2,90,19.04,112,17.68,83,6.76,4,3.05,510,353-2450
0,115.5,267.3,114.2,13.3,3,73,19.64,83,22.72,90,5.14,5,3.59,408,406-2032
0,137.1,210.8,191.4,11.1,1,102,23.31,114,17.92,120,8.61,4,3,415,409-4462
0,198.4,235.9,325.6,10.1,0,113,33.73,144,20.05,99,14.65,3,2.73,415,392-5941
19,132.7,204.6,154.7,12.9,3,94,22.56,101,17.39,78,6.96,7,3.48,415,334-9182
25,219.6,210.4,242.7,13.8,2,99,37.33,99,17.88,88,10.92,8,3.73,408,346-3445
0,169.6,234.7,285.4,11.2,0,96,28.83,112,19.95,83,12.84,4,3.02,415,368-9507
0,160.4,293.9,306.6,12.6,4,73,27.27,103,24.98,90,13.8,5,3.4,408,382-3966
20,95,167.9,200.6,11.2,0,89,16.15,92,14.27,79,9.03,2,3.02,415,334-5844
0,160.1,256.7,270,7,2,87,27.22,120,21.82,107,12.15,1,1.89,415,362-9411
0,194.6,232.8,173.4,3.8,3,114,33.08,106,19.79,92,7.8,2,1.03,415,390-3565
0,236.4,287.3,192,13.8,1,73,40.19,120,24.42,94,8.64,4,3.73,415,417-4810
0,157.1,213.1,280.4,7.6,2,95,26.71,36,18.11,77,12.62,3,2.05,408,384-3389
0,179.8,173.2,272.8,10.9,0,125,30.57,86,14.72,97,12.28,4,2.94,415,414-9717
0,148.2,161.8,259.3,11,0,108,25.19,113,13.75,103,11.67,4,2.97,415,357-1700
39,183.2,209.4,172.4,11.9,1,103,31.14,111,17.8,109,7.76,6,3.21,415,376-7207
0,119.2,168.3,204.7,12.2,4,88,20.26,110,14.31,119,9.21,6,3.29,415,368-7706
35,224,192,163.1,9.6,0,102,38.08,99,16.32,100,7.34,2,2.59,408,346-4216
21,19.5,140.9,179.7,7.9,0,149,3.32,109,11.98,111,8.09,1,2.13,510,370-9533
0,184.8,248.6,133.1,9.6,1,83,31.42,101,21.13,113,5.99,8,2.59,415,372-1493
0,176.3,201,161.9,11.3,1,140,29.97,104,17.09,123,7.29,5,3.05,408,387-6031
0,241.7,168.5,169.8,11.1,2,115,41.09,133,14.32,122,7.64,2,3,415,366-6248
38,224.7,294,290,9.8,0,121,38.2,131,24.99,61,13.05,6,2.65,510,369-3756
0,207.3,198.4,114.1,8.6,1,115,35.24,82,16.86,83,5.13,4,2.32,510,363-1719
0,196.8,168,132.6,12.7,2,81,33.46,110,14.28,98,5.97,7,3.43,408,402-6666
0,110.9,115.6,190.5,15.8,1,74,18.85,90,9.83,114,8.57,9,4.27,510,408-9779
0,122.5,273.3,197.8,8,2,145,20.83,103,23.23,71,8.9,3,2.16,510,407-2441
0,226.9,201.6,130.2,13.2,2,144,38.57,122,17.14,121,5.86,5,3.56,510,384-5027
0,187,141.4,238.2,10,2,65,31.79,128,12.02,108,10.72,8,2.7,510,380-3161
0,170.5,193.2,188,11.2,0,113,28.99,129,16.42,91,8.46,6,3.02,415,360-8135
0,204.8,161,285.7,9.5,0,101,34.82,80,13.69,89,12.86,3,2.57,415,399-5426
0,165.9,235.9,210.1,12,2,114,28.2,97,20.05,120,9.45,5,3.24,415,385-2564
0,154,198.9,151.9,9.5,4,133,26.18,121,16.91,100,6.84,3,2.57,510,337-8618
29,158.1,322.2,210,8.9,1,104,26.88,81,27.39,96,9.45,6,2.4,510,354-8491
0,225.2,215.1,241.8,9.1,2,93,38.28,120,18.28,95,10.88,2,2.46,415,394-6278
0,159.4,179.5,167.8,9.7,6,79,27.1,88,15.26,71,7.55,2,2.62,408,405-2276
0,172.7,139.1,174.3,11.7,2,95,29.36,90,11.82,99,7.84,1,3.16,510,376-1000
0,222.8,175.8,202,11,3,99,37.88,85,14.94,111,9.09,3,2.97,415,397-1659
0,214.1,240.5,188.9,10.1,1,77,36.4,94,20.44,75,8.5,3,2.73,415,379-3953
0,54.8,173,195.1,7.5,1,92,9.32,103,14.71,125,8.78,3,2.03,408,418-6512
0,134,174.5,311.1,7.3,3,104,22.78,94,14.83,79,14,3,1.97,408,392-5296
0,184.8,175.1,158.2,10.5,1,74,31.42,84,14.88,95,7.12,6,2.84,510,355-3814
36,283.1,286.2,261.7,11.3,3,112,48.13,86,24.33,129,11.78,3,3.05,415,375-2098
0,291.8,214.3,151.2,9.9,0,143,49.61,134,18.22,119,6.8,2,2.67,510,372-7990
0,222.7,105.8,214.8,13.5,1,94,37.86,98,8.99,78,9.67,4,3.65,408,356-4558
0,174.5,236.8,270.4,8.5,0,79,29.67,136,20.13,110,12.17,5,2.3,510,398-5788
0,68.4,193.3,171.5,10.4,0,86,11.63,110,16.43,139,7.72,4,2.81,408,390-4003
31,273,215.5,104.7,9.6,1,78,46.41,98,18.32,114,4.71,2,2.59,408,332-8103
0,225.3,108.2,139.6,17.3,1,134,38.3,87,9.2,132,6.28,9,4.67,415,406-9926
23,283.2,162.6,177.7,7.2,1,130,48.14,74,13.82,104,8,6,1.94,415,418-2402
0,131.4,219.7,155.7,11.1,1,78,22.34,106,18.67,103,7.01,2,3,510,384-3299
12,89.7,138.6,165.8,10.7,1,87,15.25,73,11.78,114,7.46,2,2.89,510,378-9090
0,127.1,247.7,207.7,5,3,102,21.61,106,21.05,75,9.35,3,1.35,510,350-6473
28,105.9,231.7,281.3,10.7,1,132,18,107,19.69,120,12.66,5,2.89,415,379-4583
0,142.3,158,177.5,6,2,79,24.19,113,13.43,75,7.99,11,1.62,408,411-5078
0,191.3,138.5,246,6.4,2,80,32.52,94,11.77,107,11.07,3,1.73,510,347-4982
36,201.9,156.3,131.3,13.7,0,93,34.32,75,13.29,92,5.91,5,3.7,408,341-9274
0,247.3,182.7,143.2,14.7,3,91,42.04,60,15.53,112,6.44,2,3.97,415,353-7461
38,242.2,159.7,210,8.9,1,96,41.17,144,13.57,108,9.45,1,2.4,408,371-7366
0,127.3,222.3,173.9,13.7,5,80,21.64,115,18.9,95,7.83,5,3.7,415,395-7923
0,162,241.2,210.4,10.9,1,104,27.54,120,20.5,83,9.47,7,2.94,408,351-8398
33,179.1,238.3,165.7,10.6,2,93,30.45,102,20.26,96,7.46,1,2.86,415,329-2204
31,197.4,123.4,115.6,12.3,3,125,33.56,110,10.49,101,5.2,4,3.32,415,407-7507
0,148.2,308.7,235.4,6.4,2,82,25.19,67,26.24,79,10.59,4,1.73,415,405-8075
0,193.1,172.1,129.6,10.2,0,85,32.83,105,14.63,119,5.83,1,2.75,415,390-9698
0,171.7,174.8,189.6,7.8,1,99,29.19,87,14.86,130,8.53,6,2.11,408,403-4917
35,198.5,270.6,209.9,8.1,1,123,33.75,74,23,130,9.45,10,2.19,408,391-6709
24,121.7,184,266.6,12.7,1,87,20.69,76,15.64,98,12,3,3.43,415,389-5988
0,130.2,278,305.4,14,2,105,22.13,60,23.63,74,13.74,6,3.78,415,372-1534
0,203.4,168.6,173,13.7,2,96,34.58,61,14.33,105,7.79,3,3.7,510,395-6369
0,174.7,280.8,171.7,10.5,5,83,29.7,122,23.87,80,7.73,8,2.84,415,400-3197
0,241,231.8,220.2,9.9,1,120,40.97,96,19.7,67,9.91,1,2.67,510,377-4169
0,141.7,221,227.1,10.2,0,95,24.09,100,18.79,71,10.22,3,2.75,415,384-5343
0,134.8,167.2,161.5,7.7,2,96,22.92,78,14.21,123,7.27,5,2.08,408,338-4472
0,163.1,249.4,168.2,9,1,119,27.73,51,21.2,77,7.57,10,2.43,415,332-2126
0,145.5,228.4,273.4,8.9,1,116,24.74,110,19.41,91,12.3,8,2.4,408,349-2157
0,329.8,208.3,267.1,10.6,0,73,56.07,120,17.71,102,12.02,6,2.86,510,393-4823
0,194.5,186.3,178.3,12.7,2,97,33.07,131,15.84,106,8.02,1,3.43,510,385-2683
0,131.9,272.7,192.8,7.1,1,93,22.42,106,23.18,105,8.68,4,1.92,510,345-8350
29,150,159.4,228.1,8.5,1,91,25.5,75,13.55,55,10.26,3,2.3,408,334-4506
30,196.6,241.4,226,12.9,2,93,33.42,140,20.52,118,10.17,4,3.48,415,332-3544
0,99.7,145.1,149.4,14.1,2,107,16.95,96,12.33,99,6.72,4,3.81,510,380-5102
0,143.6,141.8,194,10.8,3,88,24.41,86,12.05,83,8.73,5,2.92,415,395-6149
40,231.9,211.8,268.5,12.3,2,56,39.42,91,18,74,12.08,3,3.32,408,398-8122
0,37.8,155.3,175,14.2,3,80,6.43,105,13.2,111,7.88,5,3.83,415,334-4438
0,72.8,186.4,175.3,10.5,3,107,12.38,103,15.84,110,7.89,4,2.84,415,384-7459
39,94.8,219.1,197.4,11.4,1,89,16.12,91,18.62,65,8.88,5,3.08,408,368-3931
15,221.8,210.6,221.8,12.4,1,143,37.71,115,17.9,109,9.98,9,3.35,415,353-1352
0,269,233.7,179.3,7.3,2,120,45.73,120,19.86,61,8.07,4,1.97,415,348-5725
0,268.3,185.5,264.6,6.3,1,114,45.61,111,15.77,88,11.91,7,1.7,415,365-2008
27,198.7,249,173.2,12.5,1,127,33.78,105,21.17,124,7.79,5,3.38,415,393-3635
0,115.5,218.1,254.9,11.5,7,75,19.64,111,18.54,98,11.47,7,3.11,415,380-8727
0,202.1,195.7,291.8,13.3,2,100,34.36,102,16.63,120,13.13,5,3.59,415,381-2376
0,215.6,200.6,153.8,12.4,1,113,36.65,81,17.05,107,6.92,6,3.35,510,365-8114
0,169.9,209.4,206.1,11.5,1,107,28.88,121,17.8,79,9.27,2,3.11,408,415-5008
0,201.7,169.4,286.3,6,0,85,34.29,116,14.4,80,12.88,4,1.62,510,392-8318
0,221.1,160.2,161.8,8.4,4,133,37.59,140,13.62,84,7.28,3,2.27,408,401-4007
32,218.7,115,192.7,9.4,2,117,37.18,61,9.78,85,8.67,5,2.54,510,338-7709
0,293.7,272.5,178.2,11,2,89,49.93,71,23.16,76,8.02,10,2.97,415,374-1981
0,120.3,240.4,216.4,7.7,4,108,20.45,84,20.43,74,9.74,3,2.08,415,333-5101
26,175.8,206.6,178,11.1,2,96,29.89,84,17.56,105,8.01,2,3,415,345-3734
0,278.5,240.7,120,11.6,1,95,47.35,90,20.46,90,5.4,5,3.13,510,384-5004
29,236.3,190.8,129,7.2,3,105,40.17,114,16.22,105,5.81,2,1.94,408,341-9396
0,273.8,119.6,267.6,11.7,1,113,46.55,156,10.17,117,12.04,3,3.16,415,408-6302
0,131.1,160.5,206.9,5.6,5,129,22.29,94,13.64,88,9.31,9,1.51,408,348-7193
23,167.4,258.6,116.4,11.2,4,83,28.46,129,21.98,110,5.24,3,3.02,415,417-4063
0,197.7,250.5,181.2,10.5,3,68,33.61,53,21.29,67,8.15,3,2.84,408,375-6911
0,169.5,230.9,269.8,9,2,93,28.82,71,19.63,115,12.14,7,2.43,415,358-3604
17,225.2,173.4,145.8,11.7,0,116,38.28,88,14.74,99,6.56,4,3.16,415,339-7485
0,174.5,213.7,164.7,10.3,4,73,29.67,114,18.16,116,7.41,5,2.78,408,368-3078
0,129.7,177.5,228.9,7.5,5,84,22.05,80,15.09,87,10.3,3,2.03,510,418-7055
0,200,107.9,233.7,11.4,3,66,34,104,9.17,82,10.52,2,3.08,415,386-9981
36,95.9,261.6,228.6,13.3,0,87,16.3,105,22.24,109,10.29,4,3.59,510,366-2541
25,152.8,242.8,147.4,9.1,1,110,25.98,67,20.64,74,6.63,2,2.46,510,335-3110
0,129.9,208.7,231.4,14.3,1,102,22.08,133,17.74,93,10.41,3,3.86,510,400-7809
0,268.4,150.6,297.9,9.7,2,85,45.63,131,12.8,84,13.41,8,2.62,415,404-3106
0,188.5,148.3,179.8,15.2,2,152,32.05,115,12.61,88,8.09,5,4.1,415,333-2337
0,170.6,162.1,210.7,6.1,1,97,29,111,13.78,131,9.48,1,1.65,408,353-6482
0,191.4,200.7,230.1,8.2,1,124,32.54,116,17.06,76,10.35,3,2.21,415,397-8162
0,75.3,179.9,193.8,12.3,1,96,12.8,113,15.29,134,8.72,1,3.32,510,380-6722
0,149.8,276.3,241.4,10.9,2,123,25.47,75,23.49,75,10.86,7,2.94,510,329-2918
0,115.9,111.3,170.2,7.1,1,87,19.7,56,9.46,77,7.66,4,1.92,510,348-8022
0,128.8,203.9,282.6,14.1,2,86,21.9,105,17.33,131,12.72,4,3.81,408,388-4459
0,131.7,216.5,196.1,11,1,108,22.39,103,18.4,126,8.82,5,2.97,510,358-3114
0,101.4,159.1,259.2,12.2,1,48,17.24,119,13.52,53,11.66,2,3.29,415,343-9654
23,149,235.8,201.8,9.5,4,104,25.33,67,20.04,76,9.08,5,2.57,415,401-9909
36,96.8,170.6,166,13.4,2,123,16.46,105,14.5,85,7.47,4,3.62,415,404-9978
0,107.5,256.4,247.2,12.6,2,121,18.28,46,21.79,131,11.12,3,3.4,408,397-8011
0,232.8,303.4,255.6,12.9,0,95,39.58,111,25.79,104,11.5,7,3.48,415,341-8719
43,121.1,260.2,222.4,8.3,3,105,20.59,115,22.12,100,10.01,5,2.24,415,408-1242
0,124.3,270.7,239.5,3.5,0,70,21.13,99,23.01,83,10.78,6,0.95,510,406-7726
0,157.7,298.6,216.9,13.8,1,101,26.81,100,25.38,99,9.76,3,3.73,415,351-2773
0,124.3,207.1,157.4,14.8,0,68,21.13,88,17.6,93,7.08,1,4,408,368-6174
0,286.4,205.7,191.4,6.9,1,125,48.69,74,17.48,141,8.61,6,1.86,415,334-5029
0,141.7,205.6,218.5,8.8,0,95,24.09,101,17.48,60,9.83,6,2.38,415,413-1789
25,173,245.8,300,4.8,0,91,29.41,64,20.89,99,13.5,3,1.3,408,414-1246
0,268.7,301,167,5.8,2,120,45.68,147,25.59,140,7.52,1,1.57,415,330-4978
31,218.5,134.2,118.9,9.4,0,130,37.15,103,11.41,105,5.35,6,2.54,415,386-1631
0,255.3,194.6,276.6,3.7,3,114,43.4,83,16.54,78,12.45,5,1,415,363-1208
0,41.9,211,237.9,11.4,1,124,7.12,95,17.94,55,10.71,5,3.08,415,334-5263
0,260.8,258.1,131.3,5.8,1,87,44.34,78,21.94,123,5.91,2,1.57,415,361-4137
26,239.4,259.4,238,7.7,0,94,40.7,88,22.05,132,10.71,3,2.08,408,374-8187
0,226.7,168.4,188.7,10.2,0,94,38.54,129,14.31,117,8.49,1,2.75,510,370-1525
0,179.3,208.9,248.2,13.5,1,147,30.48,89,17.76,98,11.17,6,3.65,408,355-3801
0,158,197,154.9,10,1,110,26.86,103,16.75,132,6.97,5,2.7,510,392-5605
23,175.7,258.9,268.4,14.1,1,82,29.87,136,22.01,154,12.08,7,3.81,510,363-1366
0,157.4,167.8,188.8,8.8,3,107,26.76,112,14.26,102,8.5,3,2.38,415,358-5274
0,113.1,168.8,262.9,6.9,1,74,19.23,95,14.35,126,11.83,2,1.86,510,376-9607
0,182.7,246.5,218,8.8,1,142,31.06,63,20.95,103,9.81,2,2.38,415,374-1213
0,161.3,124.4,262,14.1,0,83,27.42,83,10.57,98,11.79,3,3.81,415,421-8537
0,142.5,208.3,228.9,7.5,2,92,24.23,102,17.71,120,10.3,2,2.03,415,351-5576
0,190.5,259.7,141.5,9.7,2,108,32.39,108,22.07,111,6.37,2,2.62,415,407-7258
15,159.3,170.6,141.2,11.9,1,110,27.08,120,14.5,82,6.35,5,3.21,408,405-4420
39,153.8,123.3,117.8,9.2,1,106,26.15,111,10.48,103,5.3,6,2.48,408,340-2855
0,180.7,174.6,165.3,12,2,127,30.72,94,14.84,114,7.44,6,3.24,408,342-8002
0,202.7,224.9,253.9,12.1,0,105,34.46,90,19.12,108,11.43,7,3.27,408,355-6826
35,190.8,261.3,209.5,8.9,0,100,32.44,93,22.21,108,9.43,6,2.4,415,402-3886
0,205.1,232.7,259.9,9.2,2,102,34.87,109,19.78,95,11.7,6,2.48,415,336-5900
28,235.6,236.8,241.2,7.7,1,124,40.05,113,20.13,127,10.85,2,2.08,415,339-7684
0,189.3,155.9,186,7.4,0,77,32.18,128,13.25,83,8.37,3,2,510,390-2433
42,166.9,273.2,171,11.5,1,101,28.37,84,23.22,106,7.69,1,3.11,408,360-7246
0,245.2,254.1,239.4,7.5,0,87,41.68,83,21.6,91,10.77,4,2.03,415,335-6508
0,132.6,221.1,127.9,12.7,4,125,22.54,67,18.79,101,5.76,2,3.43,415,348-6720
0,182.3,139.8,171.6,11.6,2,64,30.99,121,11.88,96,7.72,7,3.13,415,406-6400
14,192.3,88.7,229.4,10.5,2,86,32.69,90,7.54,120,10.32,3,2.84,510,390-7370
0,122,220.2,179.7,10.8,2,110,20.74,100,18.72,124,8.09,2,2.92,510,390-5055
0,193,250,133.3,9.6,2,101,32.81,81,21.25,79,6,2,2.59,408,405-7542
0,158.6,220,252.9,9.1,0,112,26.96,114,18.7,106,11.38,3,2.46,415,364-4927
39,91.5,219.9,229,12.7,2,125,15.56,113,18.69,99,10.31,8,3.43,415,329-3458
0,153.6,205.5,114.5,12.5,1,92,26.11,88,17.47,89,5.15,10,3.38,510,331-3842
40,221.6,157.1,222.4,11.5,1,79,37.67,74,13.35,124,10.01,3,3.11,415,343-4147
0,244.7,168,281.5,6.6,1,81,41.6,117,14.28,87,12.67,1,1.78,415,335-2274
24,239.8,285.9,256.7,9.5,0,103,40.77,65,24.3,106,11.55,4,2.57,408,343-3227
0,172.4,230.5,228.2,11,0,132,29.31,100,19.59,109,10.27,5,2.97,415,336-6907
0,242.5,245.4,219.6,10,3,83,41.23,97,20.86,80,9.88,3,2.7,415,331-1391
39,117.6,159.2,236.4,11.3,2,82,19.99,60,13.53,113,10.64,10,3.05,510,360-1643
0,174.5,259.3,170.5,11.3,1,127,29.67,71,22.04,120,7.67,7,3.05,510,410-2518
0,157.3,220.9,218.9,12,1,83,26.74,85,18.78,129,9.85,7,3.24,510,344-4970
21,192,239.1,116.1,15.1,1,97,32.64,81,20.32,125,5.22,3,4.08,415,408-1486
0,218.2,169.3,141.1,8,1,76,37.09,60,14.39,99,6.35,1,2.16,510,396-1648
29,144.6,140,165.4,10.9,1,97,24.58,102,11.9,148,7.44,3,2.94,415,391-2022
0,153.6,232.9,214.2,14.1,0,108,26.11,85,19.8,92,9.64,4,3.81,415,420-6465
29,135.8,222.5,235.6,7.9,2,104,23.09,101,18.91,92,10.6,6,2.13,510,398-2628
0,160.7,146.8,287.8,8.2,0,69,27.32,106,12.48,144,12.95,5,2.21,510,409-5519
31,202.5,241.4,169.6,7.8,1,91,34.43,108,20.52,77,7.63,2,2.11,408,391-8554
34,152.2,227.1,195.7,12.3,1,119,25.87,91,19.3,103,8.81,5,3.32,510,395-1693
0,227.4,73.2,114.3,4.7,0,90,38.66,135,6.22,99,5.14,7,1.27,510,393-3194
0,191.6,205.6,210.2,9.2,2,115,32.57,108,17.48,123,9.46,3,2.48,408,328-3402
0,138.9,211.6,179.5,10.8,1,111,23.61,102,17.99,91,8.08,3,2.92,510,411-4781
0,127,206.9,231.7,6.1,0,102,21.59,107,17.59,99,10.43,6,1.65,408,401-2581
0,168.6,259.2,279.8,7.3,1,87,28.66,105,22.03,123,12.59,4,1.97,415,385-1214
0,286.6,223.2,203.7,11.5,1,73,48.72,108,18.97,107,9.17,5,3.11,415,348-6853
29,164.6,262.8,123.8,15.2,1,121,27.98,108,22.34,131,5.57,4,4.1,415,341-8412
0,144,135.8,212.4,13,1,90,24.48,91,11.54,129,9.56,4,3.51,415,330-8142
47,141.6,207.9,203.6,10.2,0,95,24.07,130,17.67,95,9.16,11,2.75,415,361-1404
0,204.3,247.3,214.7,12,1,65,34.73,123,21.02,94,9.66,4,3.24,415,375-9671
0,163.2,167.6,87.5,6.2,1,80,27.74,90,14.25,90,3.94,10,1.67,510,372-1824
0,225,244.2,221.2,10.7,0,110,38.25,111,20.76,93,9.95,4,2.89,510,408-3606
0,176.1,199.7,263.9,8.5,2,103,29.94,130,16.97,96,11.88,6,2.3,415,333-3595
36,254.2,228.1,98,13.8,5,78,43.21,105,19.39,125,4.41,7,3.73,415,379-7009
0,174.9,262,210,8.5,1,105,29.73,75,22.27,93,9.45,5,2.3,510,411-4940
0,187.3,160.7,263.8,9.6,0,118,31.84,111,13.66,112,11.87,2,2.59,415,409-7523
0,211.8,230.9,217.1,10.7,3,84,36.01,137,19.63,99,9.77,9,2.89,415,408-6725
0,241.9,126.9,185.6,11.7,0,102,41.12,117,10.79,92,8.35,6,3.16,415,350-2384
0,196.1,199.7,135.9,12.9,3,103,33.34,123,16.97,71,6.12,1,3.48,408,348-1706
0,231.3,210.4,217.4,12.4,3,100,39.32,84,17.88,106,9.78,2,3.35,415,415-6145
0,161.6,196.3,294.8,13.8,1,104,27.47,119,16.69,111,13.27,2,3.73,408,373-3731
0,194,241,227.5,11.9,0,103,32.98,116,20.49,153,10.24,5,3.21,415,341-3349
0,109.7,223.8,240.3,15.4,3,148,18.65,87,19.02,96,10.81,8,4.16,510,399-8859
0,277,238.3,94.4,8.3,1,119,47.09,106,20.26,96,4.25,3,2.24,408,377-4518
0,192.1,163.6,169.7,6.1,0,83,32.66,88,13.91,138,7.64,3,1.65,408,341-1594
0,198.4,216.9,112.8,13.1,0,147,33.73,121,18.44,125,5.08,4,3.54,415,418-8770
42,209.2,159.7,181.6,9.5,0,82,35.56,74,13.57,100,8.17,3,2.57,415,332-9118
0,184.8,216.4,141.1,18.4,2,98,31.42,125,18.39,116,6.35,3,4.97,415,386-1418
0,167.8,142,190.7,7.3,2,119,28.53,123,12.07,128,8.58,4,1.97,408,393-3535
0,139.2,191.4,286.5,11.8,3,140,23.66,113,16.27,125,12.89,3,3.19,408,328-9006
17,221.3,167.6,262.7,4.4,0,82,37.62,100,14.25,87,11.82,4,1.19,415,402-2482
0,121.6,165.3,243.9,8.9,1,84,20.67,115,14.05,95,10.98,2,2.4,510,408-4865
39,270.4,245.1,108.9,15.4,1,99,45.97,110,20.83,113,4.9,7,4.16,408,396-6247
0,139.6,240.9,127.1,8.8,2,94,23.73,112,20.48,88,5.72,4,2.38,408,396-9462
23,253,138.9,277.8,11.8,2,78,43.01,121,11.81,104,12.5,3,3.19,415,396-9279
26,183.9,240.7,185.7,15,1,83,31.26,93,20.46,125,8.36,3,4.05,510,363-8715
0,203.3,259.9,115.9,7.8,3,108,34.56,66,22.09,103,5.22,2,2.11,415,356-1358
0,200.6,152.5,199.4,7.7,3,106,34.1,127,12.96,128,8.97,2,2.08,408,360-7839
0,167.6,176,250.9,13.4,2,96,28.49,89,14.96,113,11.29,6,3.62,415,364-8774
